"","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","lag10","lag11","lag12","lag13","lag14","lag15","lag16","lag17","lag18","lag19","lag20","lag21","lag22","lag23","lag24","lag25","lag26","lag27","lag28","lag29","lag30","lag31","lag32","lag33","lag34","lag35","lag36","lag37","lag38","lag39","lag40"
"59.6",0.733448039557276,0.735518185219942,0.737847429295193,0.740692426300818,0.744314348016493,0.748907435381315,0.754489854842851,0.761055558840742,0.768601454121883,0.777127196468469,0.786635000775984,0.797129463815594,0.808617397233368,0.821107668524629,0.834611047880308,0.849140058937416,0.864708831581487,0.881332955048208,0.899029329657638,0.917816015590097,0.937712077180572,0.958737421270919,0.9809126282184,1.00425877421763,1.02879724365292,1.05454953026144,1.08153702595691,1.10978079624049,1.13930134121258,1.17011834129815,1.20225038691134,1.23571469141399,1.27052678687002,1.30670020226411,1.34424612404151,1.38317303903719,1.4234863600979,1.46518803496199,1.50827613924857,1.55274445472167,1.59858203433476
"59.7",0.73477121391137,0.736531054744658,0.738555332065006,0.741107322253616,0.744454540465298,0.748795459521936,0.754147706165339,0.760504144796933,0.767860771553675,0.776216494415887,0.78557293036458,0.795934216677801,0.80730683369998,0.819699436626534,0.833122694023353,0.847589130951805,0.863112974698819,0.879710001222023,0.897397380515215,0.916193519182816,0.936117898586151,0.957190906992194,0.979433664219456,1.0028678373383,1.02751544604685,1.05339865641073,1.08053956172832,1.10895994936395,1.13868105248377,1.16972328573291,1.2021059640123,1.23584700364995,1.27096260541733,1.30746691901846,1.34537168887976,1.38468588129351,1.42541529321946,1.46756214332757,1.51112464617257,1.55609657072646,1.60246678486032
"59.8",0.736195932826486,0.737634168025254,0.739342595816514,0.741591275657964,0.744654195347426,0.748734113707895,0.753848042924638,0.759987676439085,0.767148027544135,0.775327193698817,0.784526139758311,0.794748496940295,0.80600037462281,0.818290182302138,0.831628459237569,0.846027709478629,0.861502240113937,0.878068000703598,0.895742421962543,0.914544251854098,0.934493387334343,0.955610700061652,0.9779178544549,1.00143711655104,1.02619115218071,1.05220281305177,1.07949490940797,1.10808996801561,1.13800997432761,1.16927609778473,1.20190839933965,1.23592552043404,1.27134435282382,1.30817968883568,1.34644385185093,1.3861463070522,1.42729325273683,1.46988719279836,1.5139264913066,1.55940491047591,1.60631113370293
"59.9",0.737723869090346,0.738828896716417,0.740210324064517,0.742145157433179,0.744913987085451,0.748723909893695,0.753591243630205,0.759506423133949,0.766463402555853,0.774459402612479,0.783494678802349,0.793572307111395,0.804697984041624,0.816879838058328,0.830128249773174,0.84445567836882,0.859876491930805,0.876406799488834,0.894064282686504,0.912868025099784,0.932838337313747,0.953996575947446,0.976364954891552,0.999966347095532,1.02482407531357,1.05096169029399,1.0784027349786,1.10717049336863,1.13728772281586,1.16877636861367,1.20165725989571,1.23594978600267,1.27167155265237,1.30883801744758,1.34746210448234,1.38755379806274,1.42911971584351,1.47216266200046,1.51668116140955,1.56266897618894,1.61011460637934
"60",0.739356747625313,0.740116652641182,0.741159650402015,0.742769860339922,0.745234605445502,0.748765370413918,0.753377693469932,0.759060658249989,0.765807079205504,0.773613230425561,0.782478597667325,0.792405649797786,0.803399626195246,0.815468336951665,0.82862197296521,0.842872923222703,0.858235596750103,0.874726246860755,0.892362795460759,0.911164655282543,0.931152548015613,0.952348316391116,0.974774728357786,0.998455271564314,1.02341393644046,1.04967498624945,1.07726271257027,1.10620117476399,1.13651392208515,1.16822369722208,1.20135212019,1.2359193516623,1.27194373501029,1.30944141653302,1.34842594359902,1.38890784069341,1.43089416366827,1.47438803283359,1.51938814590203,1.56588827221235,1.61387673010605
"60.1",0.741096347467667,0.741498889276402,0.7421917395858,0.74346629975236,0.745616756071725,0.748859028342556,0.753207784542769,0.758650659300214,0.765179242344929,0.772788787420696,0.781477946865078,0.791248527707335,0.8021052655202,0.814055612589264,0.827109537241341,0.841279331408078,0.856579423699962,0.873026195434517,0.890637797206103,0.909433963708163,0.929435824626272,0.950665709516032,0.973146944667565,0.996903640041651,1.02196046444509,1.04834240719793,1.0760745246364,1.10518166989551,1.13568820452874,1.16761769065076,1.20099256243726,1.23583377598651,1.27216043674262,1.30998940390473,1.34933487150128,1.3902079260973,1.43261608142719,1.47656279060754,1.52204693698594,1.56906230512274,1.61759703388356
"60.2",0.742944503814368,0.742977103285209,0.743307788653555,0.744235414450641,0.746061161033304,0.74900542785976,0.753081916095459,0.758276708087127,0.764580079143163,0.77198618493529,0.780492777264471,0.790100943651919,0.800814866649368,0.812641599129734,0.825590852129739,0.839674792078365,0.85490784446672,0.871306501202383,0.888889129050673,0.907675776701559,0.927687978119162,0.948948549935319,0.971481380743837,0.995311210241707,1.02046339625174,1.04696366775143,1.07483786212908,1.10411164499419,1.13481021098783,1.1669579641748,1.20057817675525,1.23569262501308,1.27232120162567,1.31048150369644,1.35018839614282,1.3914535503787,1.43428495857636,1.47868642417914,1.52465702976446,1.57219058382882,1.62127504858105
"60.3",0.744903110140409,0.744552836098541,0.744509028073799,0.745078167434482,0.746568559384502,0.749205124626265,0.753000494763531,0.757939090849824,0.764009779169441,0.771205535402702,0.779523140107293,0.788962900550243,0.799528394410661,0.811226231284168,0.824065828267025,0.838059196190826,0.853220733325705,0.869567023578614,0.88711663638995,0.905889925682462,0.925908825346403,0.947196638859209,0.969777820741267,0.993677747645963,1.01892247697647,1.04553849101771,1.07355242467369,1.10299077501197,1.13387959094225,1.16624414149898,1.20010856136226,1.23549547244091,1.27242558056053,1.31091724655022,1.35098603130913,1.39264421476003,1.43590028896494,1.48075842608977,1.52721792236259,1.57527261967421,1.62491030702126
"60.4",0.746974120389955,0.746227675547868,0.745796722930042,0.745995546758729,0.747139707738232,0.749458686165769,0.752963934816709,0.757638098413361,0.763468534477219,0.770446952393788,0.778569087024246,0.787834401430673,0.798245813825705,0.809809444317177,0.822534377406304,0.836432436524827,0.851517967171999,0.867807625444262,0.885320168946553,0.904076247240747,0.924098189129857,0.945409784201728,0.968036056168178,0.992003025639779,1.01733746007734,1.04406660876312,1.07221792074256,1.10181874380456,1.13289600270057,1.1654758549527,1.19958332277432,1.23524189982679,1.27247313176669,1.311296169804,1.35172729679615,1.39377942574916,1.43746157098882,1.48277829270338,1.52972911604812,1.5783079265406,1.6285023440657
"60.5",0.749159551244642,0.748003257551362,0.74717217414058,0.746988566391764,0.747775380853674,0.749766692255551,0.752972658408864,0.757374026340422,0.762956539689216,0.76971055065882,0.777630670051015,0.786715449434064,0.796967090108539,0.808391174047987,0.82099641242525,0.834794407700159,0.849799425551203,0.866028173191854,0.883499580829772,0.902234583211343,0.922255898351614,0.943587800686679,0.966255886007672,0.990286825648021,1.01570810750364,1.04254776157425,1.07083406782774,1.10059524431353,1.13185911358936,1.16465274568416,1.1990020760019,1.23493149678189,1.2724634209754,1.31161781767912,1.35241171858918,1.39485869530699,1.43896830774458,1.48474552434486,1.53219011535301,1.58129602095127,1.63205069670018
"60.6",0.75146148447256,0.749881267855856,0.748636719715436,0.748058267097653,0.748476372238454,0.750129735325633,0.753027095832685,0.757147175085376,0.76247399208354,0.768996446169794,0.77670794164443,0.785606047816592,0.795692188664333,0.80697135685157,0.819451847334264,0.833145006195395,0.848064990690159,0.864228536769918,0.881654730594808,0.900364780748702,0.920381788043872,0.941730509952841,0.964437116837816,0.988528937269659,1.01403418984413,1.04098169901857,1.06940059261266,1.09931997874727,1.13076860014151,1.16377446385393,1.19836444474603,1.23456386116785,1.27239602162297,1.31188174146787,1.35303882904196,1.39588154101534,1.44042000718386,1.4866596254389,1.53460042819522,1.58423642217495,1.63555490412054
