"","Date","mutationG1","mutationG1_low","mutationG1_up","mutationG2","mutationG2_low","mutationG2_up"
"1",2021-12-11,0.0364085651442075,0.0122682569524873,0.0666932764282995,0.0651587977631505,0.0409472869285815,0.168040099656709
"2",2021-12-12,0.0514200374538164,0.0227545487732955,0.0990601503759398,0.10155678759169,0.0510982786127929,0.203535961799587
"3",2021-12-13,0.0758017082373358,0.0271890612128068,0.125971397091334,0.143412460764958,0.0723127017563323,0.259066757884356
"4",2021-12-14,0.106839605175914,0.0424134882883422,0.174619949366331,0.174952349447703,0.090258727822884,0.302238457317801
"5",2021-12-15,0.121805349314837,0.0670157708995487,0.204931972789116,0.199152093365757,0.106360920719061,0.346518254405632
"6",2021-12-16,0.176879079144134,0.097662839410173,0.256177212415834,0.268270035901421,0.122793059169914,0.405201140130408
"7",2021-12-17,0.219221529791806,0.11900737730303,0.300331627782515,0.308371748173719,0.141501611406409,0.463922718928419
"8",2021-12-18,0.264933866878141,0.15313223221032,0.385138472006613,0.358696423498394,0.179713218816417,0.536015246434898
"9",2021-12-19,0.31075573707744,0.227979328866714,0.439705013633726,0.420402843444318,0.23335242963183,0.598744254347694
"10",2021-12-20,0.393197278911565,0.293198295709005,0.512109382053274,0.489358668185266,0.311407066979727,0.64425180003458
"11",2021-12-21,0.44713667483069,0.339535932030715,0.593131251698602,0.566381792336519,0.367834766264569,0.686781773049841
"12",2021-12-22,0.5031179138322,0.367385835399983,0.623889833764368,0.606836725398075,0.420875850340136,0.735221689546834
"13",2021-12-23,0.53765939099084,0.436687846854987,0.66467790886012,0.650436402557075,0.480765960230246,0.774493795091735
"14",2021-12-24,0.592251794449329,0.502653256715593,0.716085190928274,0.680484047640258,0.506724954939241,0.795442100965983
"15",2021-12-25,0.639529247713817,0.561877457926619,0.753475010080212,0.713448296998279,0.5722342141985,0.81608131918048
"16",2021-12-26,0.703600082205367,0.600331583702271,0.794086076084246,0.737406567232167,0.605567547531833,0.835397697096742
"17",2021-12-27,0.728394425328551,0.631960923264794,0.815283701847405,0.762608529779438,0.604717207395779,0.850487986765177
"18",2021-12-28,0.723608034266223,0.663697488986949,0.836117773567116,0.776680114356873,0.655843908076051,0.873861808591435
"19",2021-12-29,0.767079776659116,0.714540007486608,0.830258373446646,0.793366862643526,0.693472696787222,0.875989639030171
"20",2021-12-30,0.790701031371031,0.718825890574334,0.8520292143444,0.828237922054463,0.727707845696283,0.884190199277939
"21",2021-12-31,0.811127315287092,0.743387733201354,0.867871437711387,0.828294847494549,0.787467495686369,0.901907907213815
"22",2022-01-01,0.83172789660401,0.774155729112001,0.880731099508104,0.84073301353332,0.802642303450083,0.916437606332486
"23",2022-01-02,0.838960895116628,0.783336280621008,0.90044690693667,0.852302449917005,0.807719113702178,0.926132279849505
